Category,Type,Subtype,Date,Month,Year,Institute,Title,abbr.,Paper_link,Abstract,code,Publication,BibTex,Authors,_tasks,_added_date
Method,stat.AP,Computer Vision,2010-06-22,6,2010,,Large gaps imputation in remote sensed imagery of the environment,,http://arxiv.org/abs/1006.4330v1,"Imputation of missing data in large regions of satellite imagery is necessary when the acquired image has been damaged by shadows due to clouds, or information gaps produced by sensor failure.   The general approach for imputation of missing data, that could not be considered missed at random, suggests the use of other available data. Previous work, like local linear histogram matching, take advantage of a co-registered older image obtained by the same sensor, yielding good results in filling homogeneous regions, but poor results if the scenes being combined have radical differences in target radiance due, for example, to the presence of sun glint or snow.   This study proposes three different alternatives for filling the data gaps. The first two involves merging radiometric information from a lower resolution image acquired at the same time, in the Fourier domain (Method A), and using linear regression (Method B). The third method consider segmentation as the main target of processing, and propose a method to fill the gaps in the map of classes, avoiding direct imputation (Method C).   All the methods were compared by means of a large simulation study, evaluating performance with a multivariate response vector with four measures: Q, RMSE, Kappa and Overall Accuracy coefficients. Difference in performance were tested with a MANOVA mixed model design with two main effects, imputation method and type of lower resolution extra data, and a blocking third factor with a nested sub-factor, introduced by the real Landsat image and the sub-images that were used. Method B proved to be the best for all criteria.",,,"@article{rulloni2010large,
  title={Large gaps imputation in remote sensed imagery of the environment},
  author={Valeria Rulloni and Oscar Bustos and Ana Georgina Flesia},
  journal={arXiv preprint arXiv:1006.4330v1},
  year={2010},
  url={http://arxiv.org/abs/1006.4330v1}
}","Valeria Rulloni, Oscar Bustos, Ana Georgina Flesia",,2026-04-18
Method,Atmospheric and Oceanic Physics,,2010-07-12,7,2010,,Comparing mesoscale chemistry-transport model and remote-sensed Aerosol Optical Depth,,http://arxiv.org/abs/1007.1850v3,"A comparison of modeled and observed Aerosol Optical Depth (AOD) is presented. 3D Eulerian multiphase chemistry-transport model TCAM is employed for simulating AOD at mesoscale. MODIS satellite sensor and AERONET photometer AOD are used for comparing spatial patterns and temporal timeseries. TCAM simulations for year 2004 over a domain containing Po-Valley and nearly whole Northern Italy are employed. For the computation of AOD, a configuration of external mixing of the chemical species is considered. Furthermore, a parametrization of the effect of moisture affecting both aerosol size and composition is used. An analysis of the contributions of the granulometric classes to the extinction coefficient reveals the dominant role of the inorganic compounds of submicron size. For the analysis of spatial patterns, summer and winter case study are considered. TCAM AOD reproduces spatial patterns similar to those retrieved from space, but AOD values are generally smaller by an order of magnitude. However, accounting also for moisture, TCAM AOD significantly increases to values of the same magnitude of the observed ones. The temporal performance of model AOD is tested in correspondence of AERONET site ""Venise"" and some temporal structures are reproduced. The results suggest encouraging perspectives in view of satellite AOD assimilation also at the mesoscale and not only at the global and regional scale as already tested in the literature.",,Still a working paper!,"@article{carnevale2010comparing,
  title={Comparing mesoscale chemistry-transport model and remote-sensed Aerosol Optical Depth},
  author={C. Carnevale and G. Mannarini and E. Pisoni and M. Volta},
  journal={arXiv preprint arXiv:1007.1850v3},
  year={2010},
  url={http://arxiv.org/abs/1007.1850v3}
}","C. Carnevale, G. Mannarini, E. Pisoni, M. Volta",,2026-04-18
Method,cs.DC,,2011-01-24,1,2011,,Thermal Analysis of Climate Regions using Remote Sensing and Grid Computing,,http://arxiv.org/abs/1101.4474v1,"The analysis of climate regions is very important for designers and architects, because the increase in density and built up spaces and reduction in open spaces and green lands induce the increase of heat, especially in an urban area, deteriorating the environment and causing health problems. This study analyzes the Land Surface Temperature (LST) differences in the region of Dobrogea, Romania, and compares with the land use and land cover types using TM and ETM+ data of 1989 and 2000. As the analysis is performed on large data sets, we used Grid Computing to implement a service for using on Computational Grids with a Web-based client interface, which will be greatly useful and convenient for those who are studying the ground thermal environment and heat island effects by using Landsat TM/ETM+ bands, and have typical workstations, with no special computing and storing resources for computationally intensive satellite image processing and no license for a commercial image processing tool. Based on the satellite imagery, the paper also addresses a Supervised Classification algorithm and the computation of two indices of great value in water resources management, Normalized Difference Vegetation Index (NDVI), respectively Land Surface Emissivity (LSE).",,16 pages; ISSN - [Online: 0974 - 9322 Print : 0975- 2293],"@article{serban2011thermal,
  title={Thermal Analysis of Climate Regions using Remote Sensing and Grid Computing},
  author={Cristina Serban and Carmen Maftei},
  journal={arXiv preprint arXiv:1101.4474v1},
  year={2011},
  url={http://arxiv.org/abs/1101.4474v1}
}","Cristina Serban, Carmen Maftei",CLS,2026-04-18
Method,Computer Vision,,2011-07-18,7,2011,,Arithmetic and Frequency Filtering Methods of Pixel-Based Image Fusion Techniques,,http://arxiv.org/abs/1107.3348v2,"In remote sensing, image fusion technique is a useful tool used to fuse high spatial resolution panchromatic images (PAN) with lower spatial resolution multispectral images (MS) to create a high spatial resolution multispectral of image fusion (F) while preserving the spectral information in the multispectral image (MS).There are many PAN sharpening techniques or Pixel-Based image fusion techniques that have been developed to try to enhance the spatial resolution and the spectral property preservation of the MS. This paper attempts to undertake the study of image fusion, by using two types of pixel-based image fusion techniques i.e. Arithmetic Combination and Frequency Filtering Methods of Pixel-Based Image Fusion Techniques. The first type includes Brovey Transform (BT), Color Normalized Transformation (CN) and Multiplicative Method (MLT). The second type include High-Pass Filter Additive Method (HPFA), High-Frequency-Addition Method (HFA) High Frequency Modulation Method (HFM) and The Wavelet transform-based fusion method (WT). This paper also devotes to concentrate on the analytical techniques for evaluating the quality of image fusion (F) by using various methods including Standard Deviation (SD), Entropy(En), Correlation Coefficient (CC), Signal-to Noise Ratio (SNR), Normalization Root Mean Square Error (NRMSE) and Deviation Index (DI) to estimate the quality and degree of information improvement of a fused image quantitatively.",,"Image Fusion, Pixel-Based Fusion, Brovey Transform, Color Normalized, High-Pass Filter, Modulation, Wavelet transform","@article{alwassai2011arithmetic,
  title={Arithmetic and Frequency Filtering Methods of Pixel-Based Image Fusion Techniques},
  author={Firouz Abdullah Al-Wassai and N. V. Kalyankar and Ali A. Al-Zuky},
  journal={arXiv preprint arXiv:1107.3348v2},
  year={2011},
  url={http://arxiv.org/abs/1107.3348v2}
}","Firouz Abdullah Al-Wassai, N. V. Kalyankar, Ali A. Al-Zuky",,2026-04-18
Method,Computer Vision,,2011-08-12,8,2011,,The Statistical methods of Pixel-Based Image Fusion Techniques,,http://arxiv.org/abs/1108.3250v1,"There are many image fusion methods that can be used to produce high-resolution mutlispectral images from a high-resolution panchromatic (PAN) image and low-resolution multispectral (MS) of remote sensed images. This paper attempts to undertake the study of image fusion techniques with different Statistical techniques for image fusion as Local Mean Matching (LMM), Local Mean and Variance Matching (LMVM), Regression variable substitution (RVS), Local Correlation Modeling (LCM) and they are compared with one another so as to choose the best technique, that can be applied on multi-resolution satellite images. This paper also devotes to concentrate on the analytical techniques for evaluating the quality of image fusion (F) by using various methods including Standard Deviation (SD), Entropy(En), Correlation Coefficient (CC), Signal-to Noise Ratio (SNR), Normalization Root Mean Square Error (NRMSE) and Deviation Index (DI) to estimate the quality and degree of information improvement of a fused image quantitatively.",,"Keywords: Data Fusion, Resolution Enhancement, Statistical fusion, Correlation Modeling, Matching, pixel based fusion","@article{alwassai2011the,
  title={The Statistical methods of Pixel-Based Image Fusion Techniques},
  author={Firouz Abdullah Al-Wassai and N. V. Kalyankar and Ali A. Al-Zaky},
  journal={arXiv preprint arXiv:1108.3250v1},
  year={2011},
  url={http://arxiv.org/abs/1108.3250v1}
}","Firouz Abdullah Al-Wassai, N. V. Kalyankar, Ali A. Al-Zaky",,2026-04-18
Method,cs.OH,,2012-01-10,1,2012,,Improvement of Anomoly Detection Algorithms in Hyperspectral Images using Discrete Wavelet Transform,,http://arxiv.org/abs/1201.2025v1,"Recently anomaly detection (AD) has become an important application for target detection in hyperspectral remotely sensed images. In many applications, in addition to high accuracy of detection we need a fast and reliable algorithm as well. This paper presents a novel method to improve the performance of current AD algorithms. The proposed method first calculates Discrete Wavelet Transform (DWT) of every pixel vector of image using Daubechies4 wavelet. Then, AD algorithm performs on four bands of ""Wavelet transform"" matrix which are the approximation of main image. In this research some benchmark AD algorithms including Local RX, DWRX and DWEST have been implemented on Airborne Visible/Infrared Imaging Spectrometer (AVIRIS) hyperspectral datasets. Experimental results demonstrate significant improvement of runtime in proposed method. In addition, this method improves the accuracy of AD algorithms because of DWT's power in extracting approximation coefficients of signal, which contain the main behaviour of signal, and abandon the redundant information in hyperspectral image data.",,"13 pages, 9 figures","@article{baghbidi2012improvement,
  title={Improvement of Anomoly Detection Algorithms in Hyperspectral Images using Discrete Wavelet Transform},
  author={Mohsen Zare Baghbidi and Kamal Jamshidi and Ahmad Reza Naghsh Nilchi and Saeid Homayouni},
  journal={arXiv preprint arXiv:1201.2025v1},
  year={2012},
  url={http://arxiv.org/abs/1201.2025v1}
}","Mohsen Zare Baghbidi, Kamal Jamshidi, Ahmad Reza Naghsh Nilchi, Saeid Homayouni",OD,2026-04-18
Method,Atmospheric and Oceanic Physics,,2012-05-14,5,2012,,Determination of the best optimal estimation parameters for validation of infrared hyperspectral sounding retrievals,,http://arxiv.org/abs/1205.3012v1,"The availability of hyperspectral infrared remote sensing instruments, like AIRS and IASI, on board of Earth observing satellites opens the possibility of obtaining high vertical resolution atmospheric profiles. We present an objective and simple technique to derive the parameters used in the optimal estimation method that retrieve atmospheric states from the spectra. The retrievals obtained in this way are optimal in the sense of providing the best possible validation statistics obtained from the difference between retrievals and a chosen calibration/validation dataset of atmospheric states. This is demonstrated analytically. To illustrate this result several real world examples using IASI retrievals fine tuned to ECMWF analyses are shown. The analytical equations obtained give further insight into the various contributions to the biases and errors of the retrievals and the consequences of using other types of fine tuning. Retrievals using IASI show an error of 0.9 to 1.9 K in temperature and below 6.5 K in humidity dew point temperature in the troposphere on the vertical radiative transfer model pressure grid (RTIASI-4.1), which has a vertical spacing between 300 and 400 m. The more accurately the calibration dataset represents the true state of the atmosphere, the better the retrievals will be when compared to the true states.",,"38 pages, 14 figures","@article{calbet2012determination,
  title={Determination of the best optimal estimation parameters for validation of infrared hyperspectral sounding retrievals},
  author={Xavier Calbet},
  journal={arXiv preprint arXiv:1205.3012v1},
  year={2012},
  url={http://arxiv.org/abs/1205.3012v1}
}",Xavier Calbet,,2026-04-18
Method,cond-mat.mtrl-sci,physics.data-an,2012-05-23,5,2012,,Spectral mixture analysis of EELS spectrum-images,,http://arxiv.org/abs/1205.5159v2,"Recent advances in detectors and computer science have enabled the acquisition and the processing of multidimensional datasets, in particular in the field of spectral imaging. Benefiting from these new developments, earth scientists try to recover the reflectance spectra of macroscopic materials (e.g., water, grass, mineral types...) present in an observed scene and to estimate their respective proportions in each mixed pixel of the acquired image. This task is usually referred to as spectral mixture analysis or spectral unmixing (SU). SU aims at decomposing the measured pixel spectrum into a collection of constituent spectra, called endmembers, and a set of corresponding fractions (abundances) that indicate the proportion of each endmember present in the pixel. Similarly, when processing spectrum-images, microscopists usually try to map elemental, physical and chemical state information of a given material. This paper reports how a SU algorithm dedicated to remote sensing hyperspectral images can be successfully applied to analyze spectrum-image resulting from electron energy-loss spectroscopy (EELS). SU generally overcomes standard limitations inherent to other multivariate statistical analysis methods, such as principal component analysis (PCA) or independent component analysis (ICA), that have been previously used to analyze EELS maps. Indeed, ICA and PCA may perform poorly for linear spectral mixture analysis due to the strong dependence between the abundances of the different materials. One example is presented here to demonstrate the potential of this technique for EELS analysis.",,Manuscript accepted for publication in Ultramicroscopy,"@article{dobigeon2012spectral,
  title={Spectral mixture analysis of EELS spectrum-images},
  author={Nicolas Dobigeon and Nathalie Brun},
  journal={arXiv preprint arXiv:1205.5159v2},
  year={2012},
  url={http://arxiv.org/abs/1205.5159v2}
}","Nicolas Dobigeon, Nathalie Brun",,2026-04-18
Method,Computer Vision,,2012-08-23,8,2012,,The Segmentation Fusion Method On10 Multi-Sensors,,http://arxiv.org/abs/1208.4842v1,"The most significant problem may be undesirable effects for the spectral signatures of fused images as well as the benefits of using fused images mostly compared to their source images were acquired at the same time by one sensor. They may or may not be suitable for the fusion of other images. It becomes therefore increasingly important to investigate techniques that allow multi-sensor, multi-date image fusion to make final conclusions can be drawn on the most suitable method of fusion. So, In this study we present a new method Segmentation Fusion method (SF) for remotely sensed images is presented by considering the physical characteristics of sensors, which uses a feature level processing paradigm. In a particularly, attempts to test the proposed method performance on 10 multi-sensor images and comparing it with different fusion techniques for estimating the quality and degree of information improvement quantitatively by using various spatial and spectral metrics.",,http://www.ijltemas.in/new-icae-2012-?df=1&t=1345561079771,"@article{alwassai2012the,
  title={The Segmentation Fusion Method On10 Multi-Sensors},
  author={Firouz Abdullah Al-Wassai and N. V. Kalyankar},
  journal={arXiv preprint arXiv:1208.4842v1},
  year={2012},
  url={http://arxiv.org/abs/1208.4842v1}
}","Firouz Abdullah Al-Wassai, N. V. Kalyankar",,2026-04-18
Method,Computer Vision,Artificial Intelligence,2012-09-28,9,2012,,Dimensionality Reduction and Classification feature using Mutual Information applied to Hyperspectral Images : A Filter strategy based algorithm,,http://arxiv.org/abs/1210.0052v1,"Hyperspectral images (HIS) classification is a high technical remote sensing tool. The goal is to reproduce a thematic map that will be compared with a reference ground truth map (GT), constructed by expecting the region. The HIS contains more than a hundred bidirectional measures, called bands (or simply images), of the same region. They are taken at juxtaposed frequencies. Unfortunately, some bands contain redundant information, others are affected by the noise, and the high dimensionality of features made the accuracy of classification lower. The problematic is how to find the good bands to classify the pixels of regions. Some methods use Mutual Information (MI) and threshold, to select relevant bands, without treatment of redundancy. Others control and eliminate redundancy by selecting the band top ranking the MI, and if its neighbors have sensibly the same MI with the GT, they will be considered redundant and so discarded. This is the most inconvenient of this method, because this avoids the advantage of hyperspectral images: some precious information can be discarded. In this paper we'll accept the useful redundancy. A band contains useful redundancy if it contributes to produce an estimated reference map that has higher MI with the GT.nTo control redundancy, we introduce a complementary threshold added to last value of MI. This process is a Filter strategy; it gets a better performance of classification accuracy and not expensive, but less preferment than Wrapper strategy.",,"11 pages, 5 figures","@article{sarhrouni2012dimensionality,
  title={Dimensionality Reduction and Classification feature using Mutual Information applied to Hyperspectral Images : A Filter strategy based algorithm},
  author={ELkebir Sarhrouni and Ahmed Hammouch and Driss Aboutajdine},
  journal={arXiv preprint arXiv:1210.0052v1},
  year={2012},
  url={http://arxiv.org/abs/1210.0052v1}
}","ELkebir Sarhrouni, Ahmed Hammouch, Driss Aboutajdine",CLS,2026-04-18
Method,Computer Vision,,2012-11-03,11,2012,,Application of Symmetric Uncertainty and Mutual Information to Dimensionality Reduction and Classification of Hyperspectral Images,,http://arxiv.org/abs/1211.0613v2,"Remote sensing is a technology to acquire data for disatant substances, necessary to construct a model knowledge for applications as classification. Recently Hyperspectral Images (HSI) becomes a high technical tool that the main goal is to classify the point of a region. The HIS is more than a hundred bidirectional measures, called bands (or simply images), of the same region called Ground Truth Map (GT). But some bands are not relevant because they are affected by different atmospheric effects; others contain redundant information; and high dimensionality of HSI features make the accuracy of classification lower. All these bands can be important for some applications; but for the classification a small subset of these is relevant. The problematic related to HSI is the dimensionality reduction. Many studies use mutual information (MI) to select the relevant bands. Others studies use the MI normalized forms, like Symmetric Uncertainty, in medical imagery applications. In this paper we introduce an algorithm based also on MI to select relevant bands and it apply the Symmetric Uncertainty coefficient to control redundancy and increase the accuracy of classification. This algorithm is feature selection tool and a Filter strategy. We establish this study on HSI AVIRIS 92AV3C. This is an effectiveness, and fast scheme to control redundancy.",,"14 pages, 7 Figure","@article{sarhrouni2012application,
  title={Application of Symmetric Uncertainty and Mutual Information to Dimensionality Reduction and Classification of Hyperspectral Images},
  author={ELkebir Sarhrouni and Ahmed Hammouch and Driss Aboutajdine},
  journal={arXiv preprint arXiv:1211.0613v2},
  year={2012},
  url={http://arxiv.org/abs/1211.0613v2}
}","ELkebir Sarhrouni, Ahmed Hammouch, Driss Aboutajdine",CLS,2026-04-18
