Category,Type,Subtype,Date,Month,Year,Institute,Title,abbr.,Paper_link,Abstract,code,Publication,BibTex,Authors,_tasks,_added_date
Method,Computer Vision,,2024-09-26,9,2024,,AgMTR: Agent Mining Transformer for Few-shot Segmentation in Remote Sensing,,http://arxiv.org/abs/2409.17453v1,"Few-shot Segmentation (FSS) aims to segment the interested objects in the query image with just a handful of labeled samples (i.e., support images). Previous schemes would leverage the similarity between support-query pixel pairs to construct the pixel-level semantic correlation. However, in remote sensing scenarios with extreme intra-class variations and cluttered backgrounds, such pixel-level correlations may produce tremendous mismatches, resulting in semantic ambiguity between the query foreground (FG) and background (BG) pixels. To tackle this problem, we propose a novel Agent Mining Transformer (AgMTR), which adaptively mines a set of local-aware agents to construct agent-level semantic correlation. Compared with pixel-level semantics, the given agents are equipped with local-contextual information and possess a broader receptive field. At this point, different query pixels can selectively aggregate the fine-grained local semantics of different agents, thereby enhancing the semantic clarity between query FG and BG pixels. Concretely, the Agent Learning Encoder (ALE) is first proposed to erect the optimal transport plan that arranges different agents to aggregate support semantics under different local regions. Then, for further optimizing the agents, the Agent Aggregation Decoder (AAD) and the Semantic Alignment Decoder (SAD) are constructed to break through the limited support set for mining valuable class-specific semantics from unlabeled data sources and the query image itself, respectively. Extensive experiments on the remote sensing benchmark iSAID indicate that the proposed method achieves state-of-the-art performance. Surprisingly, our method remains quite competitive when extended to more common natural scenarios, i.e., PASCAL-5i and COCO-20i.",,accepted to IJCV,"@article{bi2024agmtr,
  title={AgMTR: Agent Mining Transformer for Few-shot Segmentation in Remote Sensing},
  author={Hanbo Bi and Yingchao Feng and Yongqiang Mao and Jianning Pei and Wenhui Diao and Hongqi Wang and Xian Sun},
  journal={arXiv preprint arXiv:2409.17453v1},
  year={2024},
  url={http://arxiv.org/abs/2409.17453v1}
}","Hanbo Bi, Yingchao Feng, Yongqiang Mao, Jianning Pei, Wenhui Diao, Hongqi Wang, Xian Sun",,2026-04-18
Method,Computer Vision,,2024-10-17,10,2024,,RescueADI: Adaptive Disaster Interpretation in Remote Sensing Images with Autonomous Agents,,http://arxiv.org/abs/2410.13384v1,"Current methods for disaster scene interpretation in remote sensing images (RSIs) mostly focus on isolated tasks such as segmentation, detection, or visual question-answering (VQA). However, current interpretation methods often fail at tasks that require the combination of multiple perception methods and specialized tools. To fill this gap, this paper introduces Adaptive Disaster Interpretation (ADI), a novel task designed to solve requests by planning and executing multiple sequentially correlative interpretation tasks to provide a comprehensive analysis of disaster scenes. To facilitate research and application in this area, we present a new dataset named RescueADI, which contains high-resolution RSIs with annotations for three connected aspects: planning, perception, and recognition. The dataset includes 4,044 RSIs, 16,949 semantic masks, 14,483 object bounding boxes, and 13,424 interpretation requests across nine challenging request types. Moreover, we propose a new disaster interpretation method employing autonomous agents driven by large language models (LLMs) for task planning and execution, proving its efficacy in handling complex disaster interpretations. The proposed agent-based method solves various complex interpretation requests such as counting, area calculation, and path-finding without human intervention, which traditional single-task approaches cannot handle effectively. Experimental results on RescueADI demonstrate the feasibility of the proposed task and show that our method achieves an accuracy 9% higher than existing VQA methods, highlighting its advantages over conventional disaster interpretation approaches. The dataset will be publicly available.",,,"@article{liu2024rescueadi,
  title={RescueADI: Adaptive Disaster Interpretation in Remote Sensing Images with Autonomous Agents},
  author={Zhuoran Liu and Danpei Zhao and Bo Yuan},
  journal={arXiv preprint arXiv:2410.13384v1},
  year={2024},
  url={http://arxiv.org/abs/2410.13384v1}
}","Zhuoran Liu, Danpei Zhao, Bo Yuan",VQA,2026-04-18
Method,cs.NI,Artificial Intelligence; cs.DC; Machine Learning,2025-01-08,1,2025,,Microservice Deployment in Space Computing Power Networks via Robust Reinforcement Learning,,http://arxiv.org/abs/2501.06244v1,"With the growing demand for Earth observation, it is important to provide reliable real-time remote sensing inference services to meet the low-latency requirements. The Space Computing Power Network (Space-CPN) offers a promising solution by providing onboard computing and extensive coverage capabilities for real-time inference. This paper presents a remote sensing artificial intelligence applications deployment framework designed for Low Earth Orbit satellite constellations to achieve real-time inference performance. The framework employs the microservice architecture, decomposing monolithic inference tasks into reusable, independent modules to address high latency and resource heterogeneity. This distributed approach enables optimized microservice deployment, minimizing resource utilization while meeting quality of service and functional requirements. We introduce Robust Optimization to the deployment problem to address data uncertainty. Additionally, we model the Robust Optimization problem as a Partially Observable Markov Decision Process and propose a robust reinforcement learning algorithm to handle the semi-infinite Quality of Service constraints. Our approach yields sub-optimal solutions that minimize accuracy loss while maintaining acceptable computational costs. Simulation results demonstrate the effectiveness of our framework.",,14 pages,"@article{yu2025microservice,
  title={Microservice Deployment in Space Computing Power Networks via Robust Reinforcement Learning},
  author={Zhiyong Yu and Yuning Jiang and Xin Liu and Yuanming Shi and Chunxiao Jiang and Linling Kuang},
  journal={arXiv preprint arXiv:2501.06244v1},
  year={2025},
  url={http://arxiv.org/abs/2501.06244v1}
}","Zhiyong Yu, Yuning Jiang, Xin Liu, Yuanming Shi, Chunxiao Jiang, Linling Kuang",,2026-04-18
Method,Artificial Intelligence,Computer Vision,2025-01-17,1,2025,,ForestProtector: An IoT Architecture Integrating Machine Vision and Deep Reinforcement Learning for Efficient Wildfire Monitoring,,http://arxiv.org/abs/2501.09926v2,"Early detection of forest fires is crucial to minimizing the environmental and socioeconomic damage they cause. Indeed, a fire's duration directly correlates with the difficulty and cost of extinguishing it. For instance, a fire burning for 1 minute might require 1 liter of water to extinguish, while a 2-minute fire could demand 100 liters, and a 10-minute fire might necessitate 1,000 liters. On the other hand, existing fire detection systems based on novel technologies (e.g., remote sensing, PTZ cameras, UAVs) are often expensive and require human intervention, making continuous monitoring of large areas impractical. To address this challenge, this work proposes a low-cost forest fire detection system that utilizes a central gateway device with computer vision capabilities to monitor a 360° field of view for smoke at long distances. A deep reinforcement learning agent enhances surveillance by dynamically controlling the camera's orientation, leveraging real-time sensor data (smoke levels, ambient temperature, and humidity) from distributed IoT devices. This approach enables automated wildfire monitoring across expansive areas while reducing false positives.",,"Accepted for publication in the proceedings of the 11th International Conference on Automation, Robotics, and Applications (ICARA 2025)","@article{bonillaormachea2025forestprotector,
  title={ForestProtector: An IoT Architecture Integrating Machine Vision and Deep Reinforcement Learning for Efficient Wildfire Monitoring},
  author={Kenneth Bonilla-Ormachea and Horacio Cuizaga and Edwin Salcedo and Sebastian Castro and Sergio Fernandez-Testa and Misael Mamani},
  journal={arXiv preprint arXiv:2501.09926v2},
  year={2025},
  url={http://arxiv.org/abs/2501.09926v2}
}","Kenneth Bonilla-Ormachea, Horacio Cuizaga, Edwin Salcedo, Sebastian Castro, Sergio Fernandez-Testa, Misael Mamani",,2026-04-18
Method,Machine Learning,,2025-01-27,1,2025,,Multi-Agent Geospatial Copilots for Remote Sensing Workflows,,http://arxiv.org/abs/2501.16254v1,"We present GeoLLM-Squad, a geospatial Copilot that introduces the novel multi-agent paradigm to remote sensing (RS) workflows. Unlike existing single-agent approaches that rely on monolithic large language models (LLM), GeoLLM-Squad separates agentic orchestration from geospatial task-solving, by delegating RS tasks to specialized sub-agents. Built on the open-source AutoGen and GeoLLM-Engine frameworks, our work enables the modular integration of diverse applications, spanning urban monitoring, forestry protection, climate analysis, and agriculture studies. Our results demonstrate that while single-agent systems struggle to scale with increasing RS task complexity, GeoLLM-Squad maintains robust performance, achieving a 17% improvement in agentic correctness over state-of-the-art baselines. Our findings highlight the potential of multi-agent AI in advancing RS workflows.",,,"@article{lee2025multiagent,
  title={Multi-Agent Geospatial Copilots for Remote Sensing Workflows},
  author={Chaehong Lee and Varatheepan Paramanayakam and Andreas Karatzas and Yanan Jian and Michael Fore and Heming Liao and Fuxun Yu and Ruopu Li and Iraklis Anagnostopoulos and Dimitrios Stamoulis},
  journal={arXiv preprint arXiv:2501.16254v1},
  year={2025},
  url={http://arxiv.org/abs/2501.16254v1}
}","Chaehong Lee, Varatheepan Paramanayakam, Andreas Karatzas, Yanan Jian, Michael Fore, Heming Liao, Fuxun Yu, Ruopu Li, Iraklis Anagnostopoulos, Dimitrios Stamoulis",,2026-04-18
Method,cs.MA,Artificial Intelligence; Robotics,2025-03-04,3,2025,,Towards Robust Multi-UAV Collaboration: MARL with Noise-Resilient Communication and Attention Mechanisms,,http://arxiv.org/abs/2503.02913v1,"Efficient path planning for unmanned aerial vehicles (UAVs) is crucial in remote sensing and information collection. As task scales expand, the cooperative deployment of multiple UAVs significantly improves information collection efficiency. However, collaborative communication and decision-making for multiple UAVs remain major challenges in path planning, especially in noisy environments. To efficiently accomplish complex information collection tasks in 3D space and address robust communication issues, we propose a multi-agent reinforcement learning (MARL) framework for UAV path planning based on the Counterfactual Multi-Agent Policy Gradients (COMA) algorithm. The framework incorporates attention mechanism-based UAV communication protocol and training-deployment system, significantly improving communication robustness and individual decision-making capabilities in noisy conditions. Experiments conducted on both synthetic and real-world datasets demonstrate that our method outperforms existing algorithms in terms of path planning efficiency and robustness, especially in noisy environments, achieving a 78\% improvement in entropy reduction.",,,"@article{zhao2025towards,
  title={Towards Robust Multi-UAV Collaboration: MARL with Noise-Resilient Communication and Attention Mechanisms},
  author={Zilin Zhao and Chishui Chen and Haotian Shi and Jiale Chen and Xuanlin Yue and Zhejian Yang and Yang Liu},
  journal={arXiv preprint arXiv:2503.02913v1},
  year={2025},
  url={http://arxiv.org/abs/2503.02913v1}
}","Zilin Zhao, Chishui Chen, Haotian Shi, Jiale Chen, Xuanlin Yue, Zhejian Yang, Yang Liu",,2026-04-18
Method,Machine Learning,Artificial Intelligence,2025-04-06,4,2025,,Geo-OLM: Enabling Sustainable Earth Observation Studies with Cost-Efficient Open Language Models & State-Driven Workflows,,http://arxiv.org/abs/2504.04319v1,"Geospatial Copilots hold immense potential for automating Earth observation (EO) and climate monitoring workflows, yet their reliance on large-scale models such as GPT-4o introduces a paradox: tools intended for sustainability studies often incur unsustainable costs. Using agentic AI frameworks in geospatial applications can amass thousands of dollars in API charges or requires expensive, power-intensive GPUs for deployment, creating barriers for researchers, policymakers, and NGOs. Unfortunately, when geospatial Copilots are deployed with open language models (OLMs), performance often degrades due to their dependence on GPT-optimized logic. In this paper, we present Geo-OLM, a tool-augmented geospatial agent that leverages the novel paradigm of state-driven LLM reasoning to decouple task progression from tool calling. By alleviating the workflow reasoning burden, our approach enables low-resource OLMs to complete geospatial tasks more effectively. When downsizing to small models below 7B parameters, Geo-OLM outperforms the strongest prior geospatial baselines by 32.8% in successful query completion rates. Our method performs comparably to proprietary models achieving results within 10% of GPT-4o, while reducing inference costs by two orders of magnitude from \$500-\$1000 to under \$10. We present an in-depth analysis with geospatial downstream benchmarks, providing key insights to help practitioners effectively deploy OLMs for EO applications.",,,"@article{stamoulis2025geoolm,
  title={Geo-OLM: Enabling Sustainable Earth Observation Studies with Cost-Efficient Open Language Models & State-Driven Workflows},
  author={Dimitrios Stamoulis and Diana Marculescu},
  journal={arXiv preprint arXiv:2504.04319v1},
  year={2025},
  url={http://arxiv.org/abs/2504.04319v1}
}","Dimitrios Stamoulis, Diana Marculescu",,2026-04-18
Survey,Artificial Intelligence,cs.CL,2025-04-14,4,2025,,"A Survey of Large Language Model-Powered Spatial Intelligence Across Scales: Advances in Embodied Agents, Smart Cities, and Earth Science",,http://arxiv.org/abs/2504.09848v1,"Over the past year, the development of large language models (LLMs) has brought spatial intelligence into focus, with much attention on vision-based embodied intelligence. However, spatial intelligence spans a broader range of disciplines and scales, from navigation and urban planning to remote sensing and earth science. What are the differences and connections between spatial intelligence across these fields? In this paper, we first review human spatial cognition and its implications for spatial intelligence in LLMs. We then examine spatial memory, knowledge representations, and abstract reasoning in LLMs, highlighting their roles and connections. Finally, we analyze spatial intelligence across scales -- from embodied to urban and global levels -- following a framework that progresses from spatial memory and understanding to spatial reasoning and intelligence. Through this survey, we aim to provide insights into interdisciplinary spatial intelligence research and inspire future studies.",,,"@article{feng2025a,
  title={A Survey of Large Language Model-Powered Spatial Intelligence Across Scales: Advances in Embodied Agents, Smart Cities, and Earth Science},
  author={Jie Feng and Jinwei Zeng and Qingyue Long and Hongyi Chen and Jie Zhao and Yanxin Xi and Zhilun Zhou and Yuan Yuan and Shengyuan Wang and Qingbin Zeng and Songwei Li and Yunke Zhang and Yuming Lin and Tong Li and Jingtao Ding and Chen Gao and Fengli Xu and Yong Li},
  journal={arXiv preprint arXiv:2504.09848v1},
  year={2025},
  url={http://arxiv.org/abs/2504.09848v1}
}","Jie Feng, Jinwei Zeng, Qingyue Long, Hongyi Chen, Jie Zhao, Yanxin Xi, Zhilun Zhou, Yuan Yuan, Shengyuan Wang, Qingbin Zeng, Songwei Li, Yunke Zhang, Yuming Lin, Tong Li, Jingtao Ding, Chen Gao, Fengli Xu, Yong Li",,2026-04-18
Method,Artificial Intelligence,,2025-04-16,4,2025,,Towards LLM Agents for Earth Observation,,http://arxiv.org/abs/2504.12110v2,"Earth Observation (EO) provides critical planetary data for environmental monitoring, disaster management, climate science, and other scientific domains. Here we ask: Are AI systems ready for reliable Earth Observation? We introduce \datasetnamenospace, a benchmark of 140 yes/no questions from NASA Earth Observatory articles across 13 topics and 17 satellite sensors. Using Google Earth Engine API as a tool, LLM agents can only achieve an accuracy of 33% because the code fails to run over 58% of the time. We improve the failure rate for open models by fine-tuning synthetic data, allowing much smaller models (Llama-3.1-8B) to achieve comparable accuracy to much larger ones (e.g., DeepSeek-R1). Taken together, our findings identify significant challenges to be solved before AI agents can automate earth observation, and suggest paths forward. The project page is available at https://iandrover.github.io/UnivEarth.",,ICML 2025 Workshop TerraBytes,"@article{kao2025towards,
  title={Towards LLM Agents for Earth Observation},
  author={Chia Hsiang Kao and Wenting Zhao and Shreelekha Revankar and Samuel Speas and Snehal Bhagat and Rajeev Datta and Cheng Perng Phoo and Utkarsh Mall and Carl Vondrick and Kavita Bala and Bharath Hariharan},
  journal={arXiv preprint arXiv:2504.12110v2},
  year={2025},
  url={http://arxiv.org/abs/2504.12110v2}
}","Chia Hsiang Kao, Wenting Zhao, Shreelekha Revankar, Samuel Speas, Snehal Bhagat, Rajeev Datta, Cheng Perng Phoo, Utkarsh Mall, Carl Vondrick, Kavita Bala, Bharath Hariharan",,2026-04-18
Method,Computer Vision,Artificial Intelligence,2025-05-15,5,2025,,ORL-LDM: Offline Reinforcement Learning Guided Latent Diffusion Model Super-Resolution Reconstruction,,http://arxiv.org/abs/2505.10027v2,"With the rapid advancement of remote sensing technology, super-resolution image reconstruction is of great research and practical significance. Existing deep learning methods have made progress but still face limitations in handling complex scenes and preserving image details. This paper proposes a reinforcement learning-based latent diffusion model (LDM) fine-tuning method for remote sensing image super-resolution. The method constructs a reinforcement learning environment with states, actions, and rewards, optimizing decision objectives through proximal policy optimization (PPO) during the reverse denoising process of the LDM model. Experiments on the RESISC45 dataset show significant improvements over the baseline model in PSNR, SSIM, and LPIPS, with PSNR increasing by 3-4dB, SSIM improving by 0.08-0.11, and LPIPS reducing by 0.06-0.10, particularly in structured and complex natural scenes. The results demonstrate the method's effectiveness in enhancing super-resolution quality and adaptability across scenes.",,This submission included authors who did not consent to the submission. The paper is being withdrawn until authorship issues are resolved,"@article{lyu2025orlldm,
  title={ORL-LDM: Offline Reinforcement Learning Guided Latent Diffusion Model Super-Resolution Reconstruction},
  author={Shijie Lyu},
  journal={arXiv preprint arXiv:2505.10027v2},
  year={2025},
  url={http://arxiv.org/abs/2505.10027v2}
}",Shijie Lyu,SR,2026-04-18
Dataset,Robotics,Artificial Intelligence,2025-05-23,5,2025,,BEDI: A Comprehensive Benchmark for Evaluating Embodied Agents on UAVs,,http://arxiv.org/abs/2505.18229v2,"With the rapid advancement of low-altitude remote sensing and Vision-Language Models (VLMs), Embodied Agents based on Unmanned Aerial Vehicles (UAVs) have shown significant potential in autonomous tasks. However, current evaluation methods for UAV-Embodied Agents (UAV-EAs) remain constrained by the lack of standardized benchmarks, diverse testing scenarios and open system interfaces. To address these challenges, we propose BEDI (Benchmark for Embodied Drone Intelligence), a systematic and standardized benchmark designed for evaluating UAV-EAs. Specifically, we introduce a novel Dynamic Chain-of-Embodied-Task paradigm based on the perception-decision-action loop, which decomposes complex UAV tasks into standardized, measurable subtasks. Building on this paradigm, we design a unified evaluation framework encompassing six core sub-skills: semantic perception, spatial perception, motion control, tool utilization, task planning and action generation. Furthermore, we develop a hybrid testing platform that incorporates a wide range of both virtual and real-world scenarios, enabling a comprehensive evaluation of UAV-EAs across diverse contexts. The platform also offers open and standardized interfaces, allowing researchers to customize tasks and extend scenarios, thereby enhancing flexibility and scalability in the evaluation process. Finally, through empirical evaluations of several state-of-the-art (SOTA) VLMs, we reveal their limitations in embodied UAV tasks, underscoring the critical role of the BEDI benchmark in advancing embodied intelligence research and model optimization. By filling the gap in systematic and standardized evaluation within this field, BEDI facilitates objective model comparison and lays a robust foundation for future development in this field. Our benchmark is now publicly available at https://github.com/lostwolves/BEDI.",https://github.com/lostwolves/BEDI,,"@article{guo2025bedi,
  title={BEDI: A Comprehensive Benchmark for Evaluating Embodied Agents on UAVs},
  author={Mingning Guo and Mengwei Wu and Jiarun He and Shaoxian Li and Haifeng Li and Chao Tao},
  journal={arXiv preprint arXiv:2505.18229v2},
  year={2025},
  url={http://arxiv.org/abs/2505.18229v2}
}","Mingning Guo, Mengwei Wu, Jiarun He, Shaoxian Li, Haifeng Li, Chao Tao",,2026-04-18
Method,Computer Vision,Artificial Intelligence,2025-05-27,5,2025,,Active-O3: Empowering Multimodal Large Language Models with Active Perception via GRPO,,http://arxiv.org/abs/2505.21457v1,"Active vision, also known as active perception, refers to the process of actively selecting where and how to look in order to gather task-relevant information. It is a critical component of efficient perception and decision-making in humans and advanced embodied agents. Recently, the use of Multimodal Large Language Models (MLLMs) as central planning and decision-making modules in robotic systems has gained extensive attention. However, despite the importance of active perception in embodied intelligence, there is little to no exploration of how MLLMs can be equipped with or learn active perception capabilities. In this paper, we first provide a systematic definition of MLLM-based active perception tasks. We point out that the recently proposed GPT-o3 model's zoom-in search strategy can be regarded as a special case of active perception; however, it still suffers from low search efficiency and inaccurate region selection. To address these issues, we propose ACTIVE-O3, a purely reinforcement learning based training framework built on top of GRPO, designed to equip MLLMs with active perception capabilities. We further establish a comprehensive benchmark suite to evaluate ACTIVE-O3 across both general open-world tasks, such as small-object and dense object grounding, and domain-specific scenarios, including small object detection in remote sensing and autonomous driving, as well as fine-grained interactive segmentation. In addition, ACTIVE-O3 also demonstrates strong zero-shot reasoning abilities on the V* Benchmark, without relying on any explicit reasoning data. We hope that our work can provide a simple codebase and evaluation protocol to facilitate future research on active perception in MLLMs.",,Project Page: https://aim-uofa.github.io/ACTIVE-o3,"@article{zhu2025activeo,
  title={Active-O3: Empowering Multimodal Large Language Models with Active Perception via GRPO},
  author={Muzhi Zhu and Hao Zhong and Canyu Zhao and Zongze Du and Zheng Huang and Mingyu Liu and Hao Chen and Cheng Zou and Jingdong Chen and Ming Yang and Chunhua Shen},
  journal={arXiv preprint arXiv:2505.21457v1},
  year={2025},
  url={http://arxiv.org/abs/2505.21457v1}
}","Muzhi Zhu, Hao Zhong, Canyu Zhao, Zongze Du, Zheng Huang, Mingyu Liu, Hao Chen, Cheng Zou, Jingdong Chen, Ming Yang, Chunhua Shen",OD;VG,2026-04-18
Method,Computer Vision,,2025-05-29,5,2025,,ThinkGeo: Evaluating Tool-Augmented Agents for Remote Sensing Tasks,,http://arxiv.org/abs/2505.23752v3,"Recent progress in large language models (LLMs) has enabled tool-augmented agents capable of solving complex real-world tasks through step-by-step reasoning. However, existing evaluations often focus on general-purpose or multimodal scenarios, leaving a gap in domain-specific benchmarks that assess tool-use capabilities in complex remote sensing use cases. We present ThinkGeo, an agentic benchmark designed to evaluate LLM-driven agents on remote sensing tasks via structured tool use and multi-step planning. Inspired by tool-interaction paradigms, ThinkGeo includes human-curated queries spanning a wide range of real-world applications such as urban planning, disaster assessment and change analysis, environmental monitoring, transportation analysis, aviation monitoring, recreational infrastructure, and industrial site analysis. Queries are grounded in satellite or aerial imagery, including both optical RGB and SAR data, and require agents to reason through a diverse toolset. We implement a ReAct-style interaction loop and evaluate both open and closed-source LLMs (e.g., GPT-4o, Qwen2.5) on 486 structured agentic tasks with 1,778 expert-verified reasoning steps. The benchmark reports both step-wise execution metrics and final answer correctness. Our analysis reveals notable disparities in tool accuracy and planning consistency across models. ThinkGeo provides the first extensive testbed for evaluating how tool-enabled LLMs handle spatial reasoning in remote sensing.",,,"@article{shabbir2025thinkgeo,
  title={ThinkGeo: Evaluating Tool-Augmented Agents for Remote Sensing Tasks},
  author={Akashah Shabbir and Muhammad Akhtar Munir and Akshay Dudhane and Muhammad Umer Sheikh and Muhammad Haris Khan and Paolo Fraccaro and Juan Bernabe Moreno and Fahad Shahbaz Khan and Salman Khan},
  journal={arXiv preprint arXiv:2505.23752v3},
  year={2025},
  url={http://arxiv.org/abs/2505.23752v3}
}","Akashah Shabbir, Muhammad Akhtar Munir, Akshay Dudhane, Muhammad Umer Sheikh, Muhammad Haris Khan, Paolo Fraccaro, Juan Bernabe Moreno, Fahad Shahbaz Khan, Salman Khan",,2026-04-18
Method,Artificial Intelligence,cs.MA; Robotics,2025-06-18,6,2025,,Multi-Agent Reinforcement Learning for Autonomous Multi-Satellite Earth Observation: A Realistic Case Study,,http://arxiv.org/abs/2506.15207v2,"The exponential growth of Low Earth Orbit (LEO) satellites has revolutionised Earth Observation (EO) missions, addressing challenges in climate monitoring, disaster management, and more. However, autonomous coordination in multi-satellite systems remains a fundamental challenge. Traditional optimisation approaches struggle to handle the real-time decision-making demands of dynamic EO missions, necessitating the use of Reinforcement Learning (RL) and Multi-Agent Reinforcement Learning (MARL). In this paper, we investigate RL-based autonomous EO mission planning by modelling single-satellite operations and extending to multi-satellite constellations using MARL frameworks. We address key challenges, including energy and data storage limitations, uncertainties in satellite observations, and the complexities of decentralised coordination under partial observability. By leveraging a near-realistic satellite simulation environment, we evaluate the training stability and performance of state-of-the-art MARL algorithms, including PPO, IPPO, MAPPO, and HAPPO. Our results demonstrate that MARL can effectively balance imaging and resource management while addressing non-stationarity and reward interdependency in multi-satellite coordination. The insights gained from this study provide a foundation for autonomous satellite operations, offering practical guidelines for improving policy learning in decentralised EO missions.",,,"@article{hady2025multiagent,
  title={Multi-Agent Reinforcement Learning for Autonomous Multi-Satellite Earth Observation: A Realistic Case Study},
  author={Mohamad A. Hady and Siyi Hu and Mahardhika Pratama and Jimmy Cao and Ryszard Kowalczyk},
  journal={arXiv preprint arXiv:2506.15207v2},
  year={2025},
  url={http://arxiv.org/abs/2506.15207v2}
}","Mohamad A. Hady, Siyi Hu, Mahardhika Pratama, Jimmy Cao, Ryszard Kowalczyk",,2026-04-18
Method,Computer Vision,,2025-07-25,7,2025,,RemoteReasoner: Towards Unifying Geospatial Reasoning Workflow,,http://arxiv.org/abs/2507.19280v3,"Remote sensing imagery presents vast, inherently unstructured spatial data, necessitating sophisticated reasoning to interpret complex user intents and contextual relationships beyond simple recognition tasks. In this paper, we aim to construct an Earth observation workflow to handle complex queries by reasoning about spatial context and user intent. As a reasoning workflow, it should autonomously explore and construct its own inference paths, rather than being confined to predefined ground-truth sequences. Ideally, its architecture ought to be unified yet generalized, possessing capabilities to perform diverse reasoning tasks through one model without requiring additional fine-tuning. Existing remote sensing approaches rely on supervised fine-tuning paradigms and task-specific heads, limiting both autonomous reasoning and unified generalization. To this end, we propose RemoteReasoner, a unified workflow for geospatial reasoning. The design of RemoteReasoner integrates a multi-modal large language model (MLLM) for interpreting user instructions and localizing targets, together with task transformation strategies that enable multi-granularity tasks, including object-, region-, and pixel-level. In contrast to existing methods, our framework is trained with reinforcement learning (RL) to endow the MLLM sufficient reasoning autonomy. At the inference stage, our transformation strategies enable diverse task output formats without requiring task-specific decoders or further fine-tuning. Experiments demonstrated that RemoteReasoner achieves state-of-the-art (SOTA) performance across multi-granularity reasoning tasks. Furthermore, it retains the MLLM's inherent generalization capability, demonstrating robust performance on unseen tasks and out-of-distribution categories.",,,"@article{yao2025remotereasoner,
  title={RemoteReasoner: Towards Unifying Geospatial Reasoning Workflow},
  author={Liang Yao and Fan Liu and Hongbo Lu and Chuanyi Zhang and Rui Min and Shengxiang Xu and Shimin Di and Pai Peng},
  journal={arXiv preprint arXiv:2507.19280v3},
  year={2025},
  url={http://arxiv.org/abs/2507.19280v3}
}","Liang Yao, Fan Liu, Hongbo Lu, Chuanyi Zhang, Rui Min, Shengxiang Xu, Shimin Di, Pai Peng",,2026-04-18
Method,Computer Vision,,2025-07-28,7,2025,,RingMo-Agent: A Unified Remote Sensing Foundation Model for Multi-Platform and Multi-Modal Reasoning,,http://arxiv.org/abs/2507.20776v2,"Remote sensing (RS) images from multiple modalities and platforms exhibit diverse details due to differences in sensor characteristics and imaging perspectives. Existing vision-language research in RS largely relies on relatively homogeneous data sources. Moreover, they still remain limited to conventional visual perception tasks such as classification or captioning. As a result, these methods fail to serve as a unified and standalone framework capable of effectively handling RS imagery from diverse sources in real-world applications. To address these issues, we propose RingMo-Agent, a model designed to handle multi-modal and multi-platform data that performs perception and reasoning tasks based on user textual instructions. Compared with existing models, RingMo-Agent 1) is supported by a large-scale vision-language dataset named RS-VL3M, comprising over 3 million image-text pairs, spanning optical, SAR, and infrared (IR) modalities collected from both satellite and UAV platforms, covering perception and challenging reasoning tasks; 2) learns modality adaptive representations by incorporating separated embedding layers to construct isolated features for heterogeneous modalities and reduce cross-modal interference; 3) unifies task modeling by introducing task-specific tokens and employing a token-based high-dimensional hidden state decoding mechanism designed for long-horizon spatial tasks. Extensive experiments on various RS vision-language tasks demonstrate that RingMo-Agent not only proves effective in both visual understanding and sophisticated analytical tasks, but also exhibits strong generalizability across different platforms and sensing modalities.",,"23 pages, 6 figures","@article{hu2025ringmoagent,
  title={RingMo-Agent: A Unified Remote Sensing Foundation Model for Multi-Platform and Multi-Modal Reasoning},
  author={Huiyang Hu and Peijin Wang and Yingchao Feng and Kaiwen Wei and Wenxin Yin and Wenhui Diao and Mengyu Wang and Hanbo Bi and Kaiyue Kang and Tong Ling and Kun Fu and Xian Sun},
  journal={arXiv preprint arXiv:2507.20776v2},
  year={2025},
  url={http://arxiv.org/abs/2507.20776v2}
}","Huiyang Hu, Peijin Wang, Yingchao Feng, Kaiwen Wei, Wenxin Yin, Wenhui Diao, Mengyu Wang, Hanbo Bi, Kaiyue Kang, Tong Ling, Kun Fu, Xian Sun",CLS;IC,2026-04-18
