Category,Category,Type,Subtype,Date,Month,Year,Institute,Title,abbr.,Paper_link,Abstract,code,Publication,BibTex,Authors,_tasks,_added_date
Method,Method,Computer Vision,,2022-10-10,10,2022,,EarthNets: Empowering AI in Earth Observation,,http://arxiv.org/abs/2210.04936v3,"Earth observation (EO), aiming at monitoring the state of planet Earth using remote sensing data, is critical for improving our daily lives and living environment. With a growing number of satellites in orbit, an increasing number of datasets with diverse sensors and research domains are being published to facilitate the research of the remote sensing community. This paper presents a comprehensive review of more than 500 publicly published datasets, including research domains like agriculture, land use and land cover, disaster monitoring, scene understanding, vision-language models, foundation models, climate change, and weather forecasting. We systematically analyze these EO datasets from four aspects: volume, resolution distributions, research domains, and the correlation between datasets. Based on the dataset attributes, we propose to measure, rank, and select datasets to build a new benchmark for model evaluation. Furthermore, a new platform for EO, termed EarthNets, is released to achieve a fair and consistent evaluation of deep learning methods on remote sensing data. EarthNets supports standard dataset libraries and cutting-edge deep learning models to bridge the gap between the remote sensing and machine learning communities. Based on this platform, extensive deep-learning methods are evaluated on the new benchmark. The insightful results are beneficial to future research. The platform and dataset collections are publicly available at https://earthnets.github.io.",,30 pages,"@article{xiong2022earthnets,
  title={EarthNets: Empowering AI in Earth Observation},
  author={Zhitong Xiong and Fahong Zhang and Yi Wang and Yilei Shi and Xiao Xiang Zhu},
  journal={arXiv preprint arXiv:2210.04936v3},
  year={2022},
  url={http://arxiv.org/abs/2210.04936v3}
}","Zhitong Xiong, Fahong Zhang, Yi Wang, Yilei Shi, Xiao Xiang Zhu",,2026-04-18
Method,Method,Computer Vision,,2022-10-23,10,2022,,RSVG: Exploring Data and Models for Visual Grounding on Remote Sensing Data,,http://arxiv.org/abs/2210.12634v1,"In this paper, we introduce the task of visual grounding for remote sensing data (RSVG). RSVG aims to localize the referred objects in remote sensing (RS) images with the guidance of natural language. To retrieve rich information from RS imagery using natural language, many research tasks, like RS image visual question answering, RS image captioning, and RS image-text retrieval have been investigated a lot. However, the object-level visual grounding on RS images is still under-explored. Thus, in this work, we propose to construct the dataset and explore deep learning models for the RSVG task. Specifically, our contributions can be summarized as follows. 1) We build the new large-scale benchmark dataset of RSVG, termed RSVGD, to fully advance the research of RSVG. This new dataset includes image/expression/box triplets for training and evaluating visual grounding models. 2) We benchmark extensive state-of-the-art (SOTA) natural image visual grounding methods on the constructed RSVGD dataset, and some insightful analyses are provided based on the results. 3) A novel transformer-based Multi-Level Cross-Modal feature learning (MLCM) module is proposed. Remotely-sensed images are usually with large scale variations and cluttered backgrounds. To deal with the scale-variation problem, the MLCM module takes advantage of multi-scale visual features and multi-granularity textual embeddings to learn more discriminative representations. To cope with the cluttered background problem, MLCM adaptively filters irrelevant noise and enhances salient features. In this way, our proposed model can incorporate more effective multi-level and multi-modal features to boost performance. Furthermore, this work also provides useful insights for developing better RSVG models. The dataset and code will be publicly available at https://github.com/ZhanYang-nwpu/RSVG-pytorch.",https://github.com/ZhanYang-nwpu/RSVG-pytorch,"12 pages, 10 figures","@article{zhan2022rsvg,
  title={RSVG: Exploring Data and Models for Visual Grounding on Remote Sensing Data},
  author={Yang Zhan and Zhitong Xiong and Yuan Yuan},
  journal={arXiv preprint arXiv:2210.12634v1},
  year={2022},
  url={http://arxiv.org/abs/2210.12634v1}
}","Yang Zhan, Zhitong Xiong, Yuan Yuan",ITR;VQA;IC;VG,2026-04-18
Method,Method,Computer Vision,Artificial Intelligence; Machine Learning,2022-11-09,11,2022,,Towards Global Crop Maps with Transfer Learning,,http://arxiv.org/abs/2211.04755v2,"The continuous increase in global population and the impact of climate change on crop production are expected to affect the food sector significantly. In this context, there is need for timely, large-scale and precise mapping of crops for evidence-based decision making. A key enabler towards this direction are new satellite missions that freely offer big remote sensing data of high spatio-temporal resolution and global coverage. During the previous decade and because of this surge of big Earth observations, deep learning methods have dominated the remote sensing and crop mapping literature. Nevertheless, deep learning models require large amounts of annotated data that are scarce and hard-to-acquire. To address this problem, transfer learning methods can be used to exploit available annotations and enable crop mapping for other regions, crop types and years of inspection. In this work, we have developed and trained a deep learning model for paddy rice detection in South Korea using Sentinel-1 VH time-series. We then fine-tune the model for i) paddy rice detection in France and Spain and ii) barley detection in the Netherlands. Additionally, we propose a modification in the pre-trained weights in order to incorporate extra input features (Sentinel-1 VV). Our approach shows excellent performance when transferring in different areas for the same crop type and rather promising results when transferring in a different area and crop type.",,NeurIPS 2022,"@article{jo2022towards,
  title={Towards Global Crop Maps with Transfer Learning},
  author={Hyun-Woo Jo and Alkiviadis Koukos and Vasileios Sitokonstantinou and Woo-Kyun Lee and Charalampos Kontoes},
  journal={arXiv preprint arXiv:2211.04755v2},
  year={2022},
  url={http://arxiv.org/abs/2211.04755v2}
}","Hyun-Woo Jo, Alkiviadis Koukos, Vasileios Sitokonstantinou, Woo-Kyun Lee, Charalampos Kontoes",,2026-04-18
Dataset,Dataset,Computer Vision,Artificial Intelligence,2022-11-13,11,2022,,"SSL4EO-S12: A Large-Scale Multi-Modal, Multi-Temporal Dataset for Self-Supervised Learning in Earth Observation",,http://arxiv.org/abs/2211.07044v2,"Self-supervised pre-training bears potential to generate expressive representations without human annotation. Most pre-training in Earth observation (EO) are based on ImageNet or medium-size, labeled remote sensing (RS) datasets. We share an unlabeled RS dataset SSL4EO-S12 (Self-Supervised Learning for Earth Observation - Sentinel-1/2) to assemble a large-scale, global, multimodal, and multi-seasonal corpus of satellite imagery from the ESA Sentinel-1 \& -2 satellite missions. For EO applications we demonstrate SSL4EO-S12 to succeed in self-supervised pre-training for a set of methods: MoCo-v2, DINO, MAE, and data2vec. Resulting models yield downstream performance close to, or surpassing accuracy measures of supervised learning. In addition, pre-training on SSL4EO-S12 excels compared to existing datasets. We make openly available the dataset, related source code, and pre-trained models at https://github.com/zhu-xlab/SSL4EO-S12.",https://github.com/zhu-xlab/SSL4EO-S12,IEEE Geoscience and Remote Sensing Magazine,"@article{wang2022ssleos,
  title={SSL4EO-S12: A Large-Scale Multi-Modal, Multi-Temporal Dataset for Self-Supervised Learning in Earth Observation},
  author={Yi Wang and Nassim Ait Ali Braham and Zhitong Xiong and Chenying Liu and Conrad M Albrecht and Xiao Xiang Zhu},
  journal={arXiv preprint arXiv:2211.07044v2},
  year={2022},
  url={http://arxiv.org/abs/2211.07044v2}
}","Yi Wang, Nassim Ait Ali Braham, Zhitong Xiong, Chenying Liu, Conrad M Albrecht, Xiao Xiang Zhu",,2026-04-18
Method,Method,Computer Vision,,2022-11-15,11,2022,,False: False Negative Samples Aware Contrastive Learning for Semantic Segmentation of High-Resolution Remote Sensing Image,,http://arxiv.org/abs/2211.07928v1,"The existing SSCL of RSI is built based on constructing positive and negative sample pairs. However, due to the richness of RSI ground objects and the complexity of the RSI contextual semantics, the same RSI patches have the coexistence and imbalance of positive and negative samples, which causing the SSCL pushing negative samples far away while pushing positive samples far away, and vice versa. We call this the sample confounding issue (SCI). To solve this problem, we propose a False negAtive sampLes aware contraStive lEarning model (FALSE) for the semantic segmentation of high-resolution RSIs. Since the SSCL pretraining is unsupervised, the lack of definable criteria for false negative sample (FNS) leads to theoretical undecidability, we designed two steps to implement the FNS approximation determination: coarse determination of FNS and precise calibration of FNS. We achieve coarse determination of FNS by the FNS self-determination (FNSD) strategy and achieve calibration of FNS by the FNS confidence calibration (FNCC) loss function. Experimental results on three RSI semantic segmentation datasets demonstrated that the FALSE effectively improves the accuracy of the downstream RSI semantic segmentation task compared with the current three models, which represent three different types of SSCL models. The mean Intersection-over-Union on ISPRS Potsdam dataset is improved by 0.7\% on average; on CVPR DGLC dataset is improved by 12.28\% on average; and on Xiangtan dataset this is improved by 1.17\% on average. This indicates that the SSCL model has the ability to self-differentiate FNS and that the FALSE effectively mitigates the SCI in self-supervised contrastive learning. The source code is available at https://github.com/GeoX-Lab/FALSE.",https://github.com/GeoX-Lab/FALSE,"5 Pages, 3 Figures","@article{zhang2022false,
  title={False: False Negative Samples Aware Contrastive Learning for Semantic Segmentation of High-Resolution Remote Sensing Image},
  author={Zhaoyang Zhang and Xuying Wang and Xiaoming Mei and Chao Tao and Haifeng Li},
  journal={arXiv preprint arXiv:2211.07928v1},
  year={2022},
  url={http://arxiv.org/abs/2211.07928v1}
}","Zhaoyang Zhang, Xuying Wang, Xiaoming Mei, Chao Tao, Haifeng Li",SEG,2026-04-18
Method,Method,Computer Vision,,2022-12-03,12,2022,,Box2Mask: Box-supervised Instance Segmentation via Level-set Evolution,,http://arxiv.org/abs/2212.01579v1,"In contrast to fully supervised methods using pixel-wise mask labels, box-supervised instance segmentation takes advantage of simple box annotations, which has recently attracted increasing research attention. This paper presents a novel single-shot instance segmentation approach, namely Box2Mask, which integrates the classical level-set evolution model into deep neural network learning to achieve accurate mask prediction with only bounding box supervision. Specifically, both the input image and its deep features are employed to evolve the level-set curves implicitly, and a local consistency module based on a pixel affinity kernel is used to mine the local context and spatial relations. Two types of single-stage frameworks, i.e., CNN-based and transformer-based frameworks, are developed to empower the level-set evolution for box-supervised instance segmentation, and each framework consists of three essential components: instance-aware decoder, box-level matching assignment and level-set evolution. By minimizing the level-set energy function, the mask map of each instance can be iteratively optimized within its bounding box annotation. The experimental results on five challenging testbeds, covering general scenes, remote sensing, medical and scene text images, demonstrate the outstanding performance of our proposed Box2Mask approach for box-supervised instance segmentation. In particular, with the Swin-Transformer large backbone, our Box2Mask obtains 42.4% mask AP on COCO, which is on par with the recently developed fully mask-supervised methods. The code is available at: https://github.com/LiWentomng/boxlevelset.",https://github.com/LiWentomng/boxlevelset,"29 pages, 7 figures","@article{li2022boxmask,
  title={Box2Mask: Box-supervised Instance Segmentation via Level-set Evolution},
  author={Wentong Li and Wenyu Liu and Jianke Zhu and Miaomiao Cui and Risheng Yu and Xiansheng Hua and Lei Zhang},
  journal={arXiv preprint arXiv:2212.01579v1},
  year={2022},
  url={http://arxiv.org/abs/2212.01579v1}
}","Wentong Li, Wenyu Liu, Jianke Zhu, Miaomiao Cui, Risheng Yu, Xiansheng Hua, Lei Zhang",SEG,2026-04-18
Method,Method,Computer Vision,Artificial Intelligence,2022-12-12,12,2022,,Scale-Semantic Joint Decoupling Network for Image-text Retrieval in Remote Sensing,,http://arxiv.org/abs/2212.05752v1,"Image-text retrieval in remote sensing aims to provide flexible information for data analysis and application. In recent years, state-of-the-art methods are dedicated to ``scale decoupling'' and ``semantic decoupling'' strategies to further enhance the capability of representation. However, these previous approaches focus on either the disentangling scale or semantics but ignore merging these two ideas in a union model, which extremely limits the performance of cross-modal retrieval models. To address these issues, we propose a novel Scale-Semantic Joint Decoupling Network (SSJDN) for remote sensing image-text retrieval. Specifically, we design the Bidirectional Scale Decoupling (BSD) module, which exploits Salience Feature Extraction (SFE) and Salience-Guided Suppression (SGS) units to adaptively extract potential features and suppress cumbersome features at other scales in a bidirectional pattern to yield different scale clues. Besides, we design the Label-supervised Semantic Decoupling (LSD) module by leveraging the category semantic labels as prior knowledge to supervise images and texts probing significant semantic-related information. Finally, we design a Semantic-guided Triple Loss (STL), which adaptively generates a constant to adjust the loss function to improve the probability of matching the same semantic image and text and shorten the convergence time of the retrieval model. Our proposed SSJDN outperforms state-of-the-art approaches in numerical experiments conducted on four benchmark remote sensing datasets.",,,"@article{zheng2022scalesemantic,
  title={Scale-Semantic Joint Decoupling Network for Image-text Retrieval in Remote Sensing},
  author={Chengyu Zheng and Ning song and Ruoyu Zhang and Lei Huang and Zhiqiang Wei and Jie Nie},
  journal={arXiv preprint arXiv:2212.05752v1},
  year={2022},
  url={http://arxiv.org/abs/2212.05752v1}
}","Chengyu Zheng, Ning song, Ruoyu Zhang, Lei Huang, Zhiqiang Wei, Jie Nie",ITR,2026-04-18
Method,Method,Machine Learning (Statistics),Machine Learning; stat.AP,2023-01-30,1,2023,,Integrating Earth Observation Data into Causal Inference: Challenges and Opportunities,,http://arxiv.org/abs/2301.12985v1,"Observational studies require adjustment for confounding factors that are correlated with both the treatment and outcome. In the setting where the observed variables are tabular quantities such as average income in a neighborhood, tools have been developed for addressing such confounding. However, in many parts of the developing world, features about local communities may be scarce. In this context, satellite imagery can play an important role, serving as a proxy for the confounding variables otherwise unobserved. In this paper, we study confounder adjustment in this non-tabular setting, where patterns or objects found in satellite images contribute to the confounder bias. Using the evaluation of anti-poverty aid programs in Africa as our running example, we formalize the challenge of performing causal adjustment with such unstructured data -- what conditions are sufficient to identify causal effects, how to perform estimation, and how to quantify the ways in which certain aspects of the unstructured image object are most predictive of the treatment decision. Via simulation, we also explore the sensitivity of satellite image-based observational inference to image resolution and to misspecification of the image-associated confounder. Finally, we apply these tools in estimating the effect of anti-poverty interventions in African communities from satellite imagery.",,arXiv admin note: substantial text overlap with arXiv:2206.06410,"@article{jerzak2023integrating,
  title={Integrating Earth Observation Data into Causal Inference: Challenges and Opportunities},
  author={Connor T. Jerzak and Fredrik Johansson and Adel Daoud},
  journal={arXiv preprint arXiv:2301.12985v1},
  year={2023},
  url={http://arxiv.org/abs/2301.12985v1}
}","Connor T. Jerzak, Fredrik Johansson, Adel Daoud",,2026-04-18
Method,Method,Computer Vision,,2023-03-01,3,2023,,Progressive Scale-aware Network for Remote sensing Image Change Captioning,,http://arxiv.org/abs/2303.00355v2,"Remote sensing (RS) images contain numerous objects of different scales, which poses significant challenges for the RS image change captioning (RSICC) task to identify visual changes of interest in complex scenes and describe them via language. However, current methods still have some weaknesses in sufficiently extracting and utilizing multi-scale information. In this paper, we propose a progressive scale-aware network (PSNet) to address the problem. PSNet is a pure Transformer-based model. To sufficiently extract multi-scale visual features, multiple progressive difference perception (PDP) layers are stacked to progressively exploit the differencing features of bitemporal features. To sufficiently utilize the extracted multi-scale features for captioning, we propose a scale-aware reinforcement (SR) module and combine it with the Transformer decoding layer to progressively utilize the features from different PDP layers. Experiments show that the PDP layer and SR module are effective and our PSNet outperforms previous methods. Our code is public at https://github.com/Chen-Yang-Liu/PSNet",https://github.com/Chen-Yang-Liu/PSNet,IGARSS 2023 - 2023 IEEE International Geoscience and Remote Sensing Symposium,"@article{liu2023progressive,
  title={Progressive Scale-aware Network for Remote sensing Image Change Captioning},
  author={Chenyang Liu and Jiajun Yang and Zipeng Qi and Zhengxia Zou and Zhenwei Shi},
  journal={arXiv preprint arXiv:2303.00355v2},
  year={2023},
  url={http://arxiv.org/abs/2303.00355v2}
}","Chenyang Liu, Jiajun Yang, Zipeng Qi, Zhengxia Zou, Zhenwei Shi",IC;CD,2026-04-18
Method,Method,Computer Vision,Artificial Intelligence,2023-03-13,3,2023,,Polar-VQA: Visual Question Answering on Remote Sensed Ice sheet Imagery from Polar Region,,http://arxiv.org/abs/2303.07403v1,"For glaciologists, studying ice sheets from the polar regions is critical. With the advancement of deep learning techniques, we can now extract high-level information from the ice sheet data (e.g., estimating the ice layer thickness, predicting the ice accumulation for upcoming years, etc.). However, a vision-based conversational deep learning approach has not been explored yet, where scientists can get information by asking questions about images. In this paper, we have introduced the task of Visual Question Answering (VQA) on remote-sensed ice sheet imagery. To study, we have presented a unique VQA dataset, Polar-VQA, in this study. All the images in this dataset were collected using four types of airborne radars. The main objective of this research is to highlight the importance of VQA in the context of ice sheet research and conduct a baseline study of existing VQA approaches on Polar-VQA dataset.",,,"@article{sarkar2023polarvqa,
  title={Polar-VQA: Visual Question Answering on Remote Sensed Ice sheet Imagery from Polar Region},
  author={Argho Sarkar and Maryam Rahnemoonfar},
  journal={arXiv preprint arXiv:2303.07403v1},
  year={2023},
  url={http://arxiv.org/abs/2303.07403v1}
}","Argho Sarkar, Maryam Rahnemoonfar",VQA,2026-04-18
Method,Method,Computer Vision,Artificial Intelligence,2023-04-03,4,2023,,Changes to Captions: An Attentive Network for Remote Sensing Change Captioning,,http://arxiv.org/abs/2304.01091v2,"In recent years, advanced research has focused on the direct learning and analysis of remote sensing images using natural language processing (NLP) techniques. The ability to accurately describe changes occurring in multi-temporal remote sensing images is becoming increasingly important for geospatial understanding and land planning. Unlike natural image change captioning tasks, remote sensing change captioning aims to capture the most significant changes, irrespective of various influential factors such as illumination, seasonal effects, and complex land covers. In this study, we highlight the significance of accurately describing changes in remote sensing images and present a comparison of the change captioning task for natural and synthetic images and remote sensing images. To address the challenge of generating accurate captions, we propose an attentive changes-to-captions network, called Chg2Cap for short, for bi-temporal remote sensing images. The network comprises three main components: 1) a Siamese CNN-based feature extractor to collect high-level representations for each image pair; 2) an attentive decoder that includes a hierarchical self-attention block to locate change-related features and a residual block to generate the image embedding; and 3) a transformer-based caption generator to decode the relationship between the image embedding and the word embedding into a description. The proposed Chg2Cap network is evaluated on two representative remote sensing datasets, and a comprehensive experimental analysis is provided. The code and pre-trained models will be available online at https://github.com/ShizhenChang/Chg2Cap.",https://github.com/ShizhenChang/Chg2Cap,,"@article{chang2023changes,
  title={Changes to Captions: An Attentive Network for Remote Sensing Change Captioning},
  author={Shizhen Chang and Pedram Ghamisi},
  journal={arXiv preprint arXiv:2304.01091v2},
  year={2023},
  url={http://arxiv.org/abs/2304.01091v2}
}","Shizhen Chang, Pedram Ghamisi",IC;CD,2026-04-18
Method,Method,Computer Vision,,2023-04-03,4,2023,,Dsfer-Net: A Deep Supervision and Feature Retrieval Network for Bitemporal Change Detection Using Modern Hopfield Networks,,http://arxiv.org/abs/2304.01101v2,"Change detection, an essential application for high-resolution remote sensing images, aims to monitor and analyze changes in the land surface over time. Due to the rapid increase in the quantity of high-resolution remote sensing data and the complexity of texture features, several quantitative deep learning-based methods have been proposed. These methods outperform traditional change detection methods by extracting deep features and combining spatial-temporal information. However, reasonable explanations for how deep features improve detection performance are still lacking. In our investigations, we found that modern Hopfield network layers significantly enhance semantic understanding. In this paper, we propose a Deep Supervision and FEature Retrieval network (Dsfer-Net) for bitemporal change detection. Specifically, the highly representative deep features of bitemporal images are jointly extracted through a fully convolutional Siamese network. Based on the sequential geographical information of the bitemporal images, we designed a feature retrieval module to extract difference features and leverage discriminative information in a deeply supervised manner. Additionally, we observed that the deeply supervised feature retrieval module provides explainable evidence of the semantic understanding of the proposed network in its deep layers. Finally, our end-to-end network establishes a novel framework by aggregating retrieved features and feature pairs from different layers. Experiments conducted on three public datasets (LEVIR-CD, WHU-CD, and CDD) confirm the superiority of the proposed Dsfer-Net over other state-of-the-art methods.",,,"@article{chang2023dsfernet,
  title={Dsfer-Net: A Deep Supervision and Feature Retrieval Network for Bitemporal Change Detection Using Modern Hopfield Networks},
  author={Shizhen Chang and Michael Kopp and Pedram Ghamisi and Bo Du},
  journal={arXiv preprint arXiv:2304.01101v2},
  year={2023},
  url={http://arxiv.org/abs/2304.01101v2}
}","Shizhen Chang, Michael Kopp, Pedram Ghamisi, Bo Du",CD,2026-04-18
Method,Method,Computer Vision,,2023-04-07,4,2023,,Multilingual Augmentation for Robust Visual Question Answering in Remote Sensing Images,,http://arxiv.org/abs/2304.03844v1,"Aiming at answering questions based on the content of remotely sensed images, visual question answering for remote sensing data (RSVQA) has attracted much attention nowadays. However, previous works in RSVQA have focused little on the robustness of RSVQA. As we aim to enhance the reliability of RSVQA models, how to learn robust representations against new words and different question templates with the same meaning is the key challenge. With the proposed augmented dataset, we are able to obtain more questions in addition to the original ones with the same meaning. To make better use of this information, in this study, we propose a contrastive learning strategy for training robust RSVQA models against diverse question templates and words. Experimental results demonstrate that the proposed augmented dataset is effective in improving the robustness of the RSVQA model. In addition, the contrastive learning strategy performs well on the low resolution (LR) dataset.",,"This paper was submitted to the JURSE 2023 conference on November 5, 2022","@article{yuan2023multilingual,
  title={Multilingual Augmentation for Robust Visual Question Answering in Remote Sensing Images},
  author={Zhenghang Yuan and Lichao Mou and Xiao Xiang Zhu},
  journal={arXiv preprint arXiv:2304.03844v1},
  year={2023},
  url={http://arxiv.org/abs/2304.03844v1}
}","Zhenghang Yuan, Lichao Mou, Xiao Xiang Zhu",VQA,2026-04-18
Method,Method,Computer Vision,,2023-04-12,4,2023,,Segment Anything Is Not Always Perfect: An Investigation of SAM on Different Real-world Applications,,http://arxiv.org/abs/2304.05750v3,"Recently, Meta AI Research approaches a general, promptable Segment Anything Model (SAM) pre-trained on an unprecedentedly large segmentation dataset (SA-1B). Without a doubt, the emergence of SAM will yield significant benefits for a wide array of practical image segmentation applications. In this study, we conduct a series of intriguing investigations into the performance of SAM across various applications, particularly in the fields of natural images, agriculture, manufacturing, remote sensing, and healthcare. We analyze and discuss the benefits and limitations of SAM, while also presenting an outlook on its future development in segmentation tasks. By doing so, we aim to give a comprehensive understanding of SAM's practical applications. This work is expected to provide insights that facilitate future research activities toward generic segmentation. Source code is publicly available.",,CVPRW Oral,"@article{ji2023segment,
  title={Segment Anything Is Not Always Perfect: An Investigation of SAM on Different Real-world Applications},
  author={Wei Ji and Jingjing Li and Qi Bi and Tingwei Liu and Wenbo Li and Li Cheng},
  journal={arXiv preprint arXiv:2304.05750v3},
  year={2023},
  url={http://arxiv.org/abs/2304.05750v3}
}","Wei Ji, Jingjing Li, Qi Bi, Tingwei Liu, Wenbo Li, Li Cheng",,2026-04-18
Method,Method,Computer Vision,,2023-04-12,4,2023,,APPLeNet: Visual Attention Parameterized Prompt Learning for Few-Shot Remote Sensing Image Generalization using CLIP,,http://arxiv.org/abs/2304.05995v1,"In recent years, the success of large-scale vision-language models (VLMs) such as CLIP has led to their increased usage in various computer vision tasks. These models enable zero-shot inference through carefully crafted instructional text prompts without task-specific supervision. However, the potential of VLMs for generalization tasks in remote sensing (RS) has not been fully realized. To address this research gap, we propose a novel image-conditioned prompt learning strategy called the Visual Attention Parameterized Prompts Learning Network (APPLeNet). APPLeNet emphasizes the importance of multi-scale feature learning in RS scene classification and disentangles visual style and content primitives for domain generalization tasks. To achieve this, APPLeNet combines visual content features obtained from different layers of the vision encoder and style properties obtained from feature statistics of domain-specific batches. An attention-driven injection module is further introduced to generate visual tokens from this information. We also introduce an anti-correlation regularizer to ensure discrimination among the token embeddings, as this visual information is combined with the textual tokens. To validate APPLeNet, we curated four available RS benchmarks and introduced experimental protocols and datasets for three domain generalization tasks. Our results consistently outperform the relevant literature and code is available at https://github.com/mainaksingha01/APPLeNet",https://github.com/mainaksingha01/APPLeNet,Earth Vision (CVPR 2023),"@article{singha2023applenet,
  title={APPLeNet: Visual Attention Parameterized Prompt Learning for Few-Shot Remote Sensing Image Generalization using CLIP},
  author={Mainak Singha and Ankit Jha and Bhupendra Solanki and Shirsha Bose and Biplab Banerjee},
  journal={arXiv preprint arXiv:2304.05995v1},
  year={2023},
  url={http://arxiv.org/abs/2304.05995v1}
}","Mainak Singha, Ankit Jha, Bhupendra Solanki, Shirsha Bose, Biplab Banerjee",CLS,2026-04-18
Method,Method,Artificial Intelligence,cs.CL; Computer Vision,2023-04-13,4,2023,,On the Opportunities and Challenges of Foundation Models for Geospatial Artificial Intelligence,,http://arxiv.org/abs/2304.06798v1,"Large pre-trained models, also known as foundation models (FMs), are trained in a task-agnostic manner on large-scale data and can be adapted to a wide range of downstream tasks by fine-tuning, few-shot, or even zero-shot learning. Despite their successes in language and vision tasks, we have yet seen an attempt to develop foundation models for geospatial artificial intelligence (GeoAI). In this work, we explore the promises and challenges of developing multimodal foundation models for GeoAI. We first investigate the potential of many existing FMs by testing their performances on seven tasks across multiple geospatial subdomains including Geospatial Semantics, Health Geography, Urban Geography, and Remote Sensing. Our results indicate that on several geospatial tasks that only involve text modality such as toponym recognition, location description recognition, and US state-level/county-level dementia time series forecasting, these task-agnostic LLMs can outperform task-specific fully-supervised models in a zero-shot or few-shot learning setting. However, on other geospatial tasks, especially tasks that involve multiple data modalities (e.g., POI-based urban function classification, street view image-based urban noise intensity classification, and remote sensing image scene classification), existing foundation models still underperform task-specific models. Based on these observations, we propose that one of the major challenges of developing a FM for GeoAI is to address the multimodality nature of geospatial tasks. After discussing the distinct challenges of each geospatial data modality, we suggest the possibility of a multimodal foundation model which can reason over various types of geospatial data through geospatial alignments. We conclude this paper by discussing the unique risks and challenges to develop such a model for GeoAI.",,,"@article{mai2023on,
  title={On the Opportunities and Challenges of Foundation Models for Geospatial Artificial Intelligence},
  author={Gengchen Mai and Weiming Huang and Jin Sun and Suhang Song and Deepak Mishra and Ninghao Liu and Song Gao and Tianming Liu and Gao Cong and Yingjie Hu and Chris Cundy and Ziyuan Li and Rui Zhu and Ni Lao},
  journal={arXiv preprint arXiv:2304.06798v1},
  year={2023},
  url={http://arxiv.org/abs/2304.06798v1}
}","Gengchen Mai, Weiming Huang, Jin Sun, Suhang Song, Deepak Mishra, Ninghao Liu, Song Gao, Tianming Liu, Gao Cong, Yingjie Hu, Chris Cundy, Ziyuan Li, Rui Zhu, Ni Lao",CLS,2026-04-18
Method,Method,Computer Vision,,2023-04-13,4,2023,,Enhancing Self-Supervised Learning for Remote Sensing with Elevation Data: A Case Study with Scarce And High Level Semantic Labels,,http://arxiv.org/abs/2304.06857v3,"This work proposes a hybrid unsupervised and supervised learning method to pre-train models applied in Earth observation downstream tasks when only a handful of labels denoting very general semantic concepts are available. We combine a contrastive approach to pre-train models with a pixel-wise regression pre-text task to predict coarse elevation maps, which are commonly available worldwide. We hypothesize that this will allow the model to pre-learn useful representations, as there is generally some correlation between elevation maps and targets in many remote sensing tasks. We assess the performance of our approach on a binary semantic segmentation task and a binary image classification task, both derived from a dataset created for the northwest of Colombia. In both cases, we pre-train our models with 39k unlabeled images, fine-tune them on the downstream tasks with only 80 labeled images, and evaluate them with 2944 labeled images. Our experiments show that our methods, GLCNet+Elevation for segmentation, and SimCLR+Elevation for classification, outperform their counterparts without the pixel-wise regression pre-text task, namely SimCLR and GLCNet, in terms of macro-average F1 Score and Mean Intersection over Union (MIoU). Our study not only encourages the development of pre-training methods that leverage readily available geographical information, such as elevation data, to enhance the performance of self-supervised methods when applied to Earth observation tasks, but also promotes the use of datasets with high-level semantic labels, which are more likely to be updated frequently. Project code can be found in this link \href{https://github.com/omarcastano/Elevation-Aware-SSL}{https://github.com/omarcastano/Elevation-Aware-SSL}.",https://github.com/omarcastano/Elevation-Aware-SSL,,"@article{castaoidarraga2023enhancing,
  title={Enhancing Self-Supervised Learning for Remote Sensing with Elevation Data: A Case Study with Scarce And High Level Semantic Labels},
  author={Omar A. Castaño-Idarraga and Raul Ramos-Pollán and Freddie Kalaitzis},
  journal={arXiv preprint arXiv:2304.06857v3},
  year={2023},
  url={http://arxiv.org/abs/2304.06857v3}
}","Omar A. Castaño-Idarraga, Raul Ramos-Pollán, Freddie Kalaitzis",CLS;SEG,2026-04-18
